authorization_id,scenario_id,customer_id,scope,data_category,purpose,status,effective_at,expires_at,source,withdrawn_at
AUTH-C081-CONTACT,demo-acts-1-3,C081,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C082-DATA,demo-acts-1-3,C082,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C082-CONTACT,demo-acts-1-3,C082,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C083-DATA,demo-acts-1-3,C083,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C083-CONTACT,demo-acts-1-3,C083,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C084-DATA,demo-acts-1-3,C084,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C084-CONTACT,demo-acts-1-3,C084,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C085-DATA,demo-acts-1-3,C085,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C085-CONTACT,demo-acts-1-3,C085,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C086-DATA,demo-acts-1-3,C086,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C086-CONTACT,demo-acts-1-3,C086,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C087-DATA,demo-acts-1-3,C087,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C087-CONTACT,demo-acts-1-3,C087,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C088-DATA,demo-acts-1-3,C088,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C088-CONTACT,demo-acts-1-3,C088,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C089-DATA,demo-acts-1-3,C089,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C089-CONTACT,demo-acts-1-3,C089,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C090-DATA,demo-acts-1-3,C090,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C090-CONTACT,demo-acts-1-3,C090,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C091-DATA,demo-acts-1-3,C091,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C091-CONTACT,demo-acts-1-3,C091,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C092-DATA,demo-acts-1-3,C092,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C092-CONTACT,demo-acts-1-3,C092,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C093-DATA,demo-acts-1-3,C093,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C093-CONTACT,demo-acts-1-3,C093,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C094-DATA,demo-acts-1-3,C094,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C094-CONTACT,demo-acts-1-3,C094,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C095-DATA,demo-acts-1-3,C095,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C095-CONTACT,demo-acts-1-3,C095,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C096-DATA,demo-acts-1-3,C096,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C096-CONTACT,demo-acts-1-3,C096,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C097-DATA,demo-acts-1-3,C097,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C097-CONTACT,demo-acts-1-3,C097,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C098-DATA,demo-acts-1-3,C098,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C098-CONTACT,demo-acts-1-3,C098,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C099-DATA,demo-acts-1-3,C099,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C099-CONTACT,demo-acts-1-3,C099,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C100-DATA,demo-acts-1-3,C100,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C100-CONTACT,demo-acts-1-3,C100,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C101-DATA,demo-acts-1-3,C101,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C101-CONTACT,demo-acts-1-3,C101,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C102-DATA,demo-acts-1-3,C102,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C102-CONTACT,demo-acts-1-3,C102,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C103-DATA,demo-acts-1-3,C103,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C103-CONTACT,demo-acts-1-3,C103,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C104-DATA,demo-acts-1-3,C104,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C104-CONTACT,demo-acts-1-3,C104,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C105-DATA,demo-acts-1-3,C105,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C105-CONTACT,demo-acts-1-3,C105,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C106-DATA,demo-acts-1-3,C106,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C106-CONTACT,demo-acts-1-3,C106,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C107-DATA,demo-acts-1-3,C107,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C107-CONTACT,demo-acts-1-3,C107,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C108-DATA,demo-acts-1-3,C108,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C108-CONTACT,demo-acts-1-3,C108,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C109-DATA,demo-acts-1-3,C109,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C109-CONTACT,demo-acts-1-3,C109,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C110-DATA,demo-acts-1-3,C110,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C110-CONTACT,demo-acts-1-3,C110,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C111-DATA,demo-acts-1-3,C111,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C111-CONTACT,demo-acts-1-3,C111,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C112-DATA,demo-acts-1-3,C112,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C112-CONTACT,demo-acts-1-3,C112,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C113-DATA,demo-acts-1-3,C113,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C113-CONTACT,demo-acts-1-3,C113,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C114-DATA,demo-acts-1-3,C114,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C114-CONTACT,demo-acts-1-3,C114,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C115-DATA,demo-acts-1-3,C115,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C115-CONTACT,demo-acts-1-3,C115,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C116-DATA,demo-acts-1-3,C116,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C116-CONTACT,demo-acts-1-3,C116,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C117-DATA,demo-acts-1-3,C117,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C117-CONTACT,demo-acts-1-3,C117,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C118-DATA,demo-acts-1-3,C118,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C118-CONTACT,demo-acts-1-3,C118,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C119-DATA,demo-acts-1-3,C119,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C119-CONTACT,demo-acts-1-3,C119,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C120-DATA,demo-acts-1-3,C120,data_use,family_responsibility,protection_analysis,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
AUTH-C120-CONTACT,demo-acts-1-3,C120,business_contact,,protection_review,active,2025-09-15T09:00:00+08:00,2027-09-15T09:00:00+08:00,customer_authorization,
